sentence|logit_diff|correct_id|foil_id
Some story hasn't disagreed with|2.896635055541992|2346|2241
Amy has helped|3.7980791330337524|5223|2346
Ronald does see|5.291056394577026|2241|2346
Susan hid|5.8094072341918945|5223|2346
Laurie boasted about|5.4773930311203|5223|2346
Kayla upset|4.574611663818359|5223|2346
Debra was listening to|3.915235459804535|5223|2346
Stacey hasn't watched|3.778808891773224|5223|2346
Travis wasn't firing|4.442431569099426|2241|2346
Wayne praises|3.9914298057556152|2241|2346
Every commentary had disagreed with|2.6583518981933594|2346|5223
Steven complains about|3.7436216473579407|2241|2346
Connie hadn't alarmed|0.9921460151672363|5223|2241
Meredith can't see|4.4475730657577515|5223|2346
Peter wouldn't alarm|5.664074540138245|2241|2346
Eva has respected|3.029945135116577|5223|2346
Kristen has noticed|3.0731083750724792|5223|2241
Raymond was criticizing|2.6383628845214844|2241|5223
Stacey isn't alarming|3.0313754081726074|5223|2346
Janet hasn't scared|3.5515880584716797|5223|2241
The lady hasn't hired|4.5394287109375|5223|2346
Becca describes|4.656211853027344|5223|2346
Tara hadn't remembered|6.46401572227478|5223|2346
Ann might worry|2.098733901977539|5223|2241
Barbara hadn't referenced|4.008117079734802|5223|2346
Joel has hugged|5.7037025690078735|2241|2346
Sheila revealed|5.2432834804058075|5223|2346
Suzanne hurt|5.443482518196106|5223|2346
Dan talks about|2.7804700434207916|2241|5223
Bethany was confusing|2.255638360977173|5223|2241
Guy was referencing|3.1430070400238037|2241|5223
Julia isn't healing|1.9867377281188965|5223|2346
Clyde might like|3.0002599358558655|2241|2346
Craig forgets|4.187875837087631|2241|2346
Joseph won't admire|2.413015127182007|2241|2346
Irene had described|5.201465606689453|5223|2346
Robert had fled from|4.083053946495056|2241|2346
Clyde hadn't noticed|3.584860533475876|2241|2346
Martin hasn't visited|5.208370208740234|2241|2346
Ella criticized|4.218632161617279|5223|2346
Barbara was watching|2.53738471865654|5223|2241
Kirsten has shocked|3.722273826599121|5223|2241
Ella insulted|4.277506530284882|5223|2346
Every actress shouldn't aggravate|4.526543140411377|5223|2241
Dennis observed|1.8458466529846191|2241|5223
Aaron was discussing|3.814813554286957|2241|5223
Holly hasn't sounded like|6.463324546813965|5223|2346
Pamela hasn't criticized|4.29993212223053|5223|2346
Tina irritated|2.83040189743042|5223|2241
Donald references|4.15125298500061|2241|2346
Connie wasn't hiring|3.3619921803474426|5223|2346
Stacey admires|2.391753911972046|5223|2241
Kristin should think about|5.405710577964783|5223|2346
Scott returns to|4.562491416931152|2241|2346
Samantha was hugging|3.144965171813965|5223|2241
Linda appreciated|3.8559731245040894|5223|2346
Holly fires|2.4340997338294983|5223|2241
Samantha should reveal|3.7708382606506348|5223|2241
Sandra is referencing|2.1907265186309814|5223|2346
Susan has scared|2.535977840423584|5223|2241
Bill cured|2.307286262512207|2241|5223
Jill hadn't praised|4.519740879535675|5223|2346
Alice shouldn't know|2.9133145809173584|5223|2241
Vincent does attack|3.1382490042597055|2241|2346
Charles is confusing|3.7968995571136475|2241|2346
Bradley won't discover|3.414413571357727|2241|2346
Becca has criticized|2.9730576276779175|5223|2346
Denise might upset|2.4592894315719604|5223|2241
Laurie might help|3.6222853660583496|5223|2346
Naomi hasn't concealed|5.1441969871521|5223|2346
Anne is helping|2.3876487016677856|5223|2241
Karla talked about|5.604611158370972|5223|2346
Catherine was curing|5.754230976104736|5223|2346
William had admired|2.3324815034866333|2241|5223
Sabrina isn't escaping from|3.899462401866913|5223|2346
Karla isn't finding|3.550309658050537|5223|2241
Gerald had worried|1.9661266803741455|2241|5223
A lady hasn't visited|2.966645836830139|5223|2241
Renee hadn't alarmed|2.756804943084717|5223|2241
Sarah fires|4.397074848413467|5223|2346
Sara hadn't fled from|3.444632440805435|5223|2241
Anne upset|2.557126998901367|5223|2241
Richard hadn't bored|2.6734800338745117|2241|5223
Rachel watched|5.162413239479065|5223|2346
Samuel describes|2.2491068840026855|2241|5223
Natalie is shocking|4.226362705230713|5223|2346
Karen didn't see|5.155583143234253|5223|2346
Andrew did annoy|4.259076654911041|2241|2346
Meredith was disgusting|1.5545984506607056|5223|2241
Margaret won't heal|2.6339147090911865|5223|2241
Raymond hasn't referenced|3.2211811542510986|2241|5223
Lawrence disturbed|3.149873733520508|2241|2346
Clyde stunned|1.7358458042144775|2241|5223
Kevin hadn't concealed|4.566328763961792|2241|2346
Veronica isn't attacking|4.109743654727936|5223|2346
Larry discovered|4.047350138425827|2241|2346
Natalie hadn't impressed|2.836806058883667|5223|2241
Leslie hated|1.295506477355957|5223|2241
Andrea isn't kissing|1.760164499282837|5223|2241
Carrie noticed|4.641610383987427|5223|2346
Beth has concealed|4.046618223190308|5223|2346
Colleen was concealing|4.943120837211609|5223|2346
Nicole had annoyed|5.597029805183411|5223|2346
Charles isn't thinking about|3.321777820587158|2241|5223
Some lady isn't bothering|3.29477596282959|5223|2241
Douglas wouldn't confuse|4.337021350860596|2241|2346
Ann can shock|1.8160961866378784|5223|2241
Noah knows|2.382536768913269|2241|5223
Eva heals|1.9748225212097168|5223|2346
Theodore wasn't revealing|4.14752197265625|2241|5223
Donna hasn't observed|3.8189011216163635|5223|2346
Vincent will alarm|3.2189352214336395|2241|5223
Connie has returned to|4.298693299293518|5223|2346
Amanda insults|2.7111730575561523|5223|2241
Eva was disturbing|2.1178975105285645|5223|2346
Tamara has found|4.066514015197754|5223|2241
Todd isn't talking to|5.3898579478263855|2241|2346
Elizabeth shouldn't argue about|2.2926828861236572|5223|2241
Kevin hasn't found|6.426359415054321|2241|2346
That lady praises|1.8422727584838867|5223|2241
Donna is scaring|3.0326685905456543|5223|2241
That guy hasn't respected|3.769467353820801|2241|2346
Russell isn't confusing|4.447779536247253|2241|2346
Dan would love|2.136220097541809|2241|5223
Mitchell flees from|4.448566436767578|2241|2346
Ronald wasn't curing|5.771130084991455|2241|2346
Florence upset|1.4801069498062134|5223|2346
Irene is disgusting|2.3946916460990906|5223|2346
Julia hugs|6.075941205024719|5223|2346
Regina isn't visiting|3.7634039521217346|5223|2346
Lisa cured|0.7826242446899414|5223|2241
Laura would respect|1.9748902320861816|5223|2241
Noah hasn't fired|3.769104540348053|2241|5223
Renee was referencing|2.3521887063980103|5223|2346
Rachelle isn't finding|6.12036919593811|5223|2346
Wayne conceals|3.5588650703430176|2241|5223
Phillip isn't confusing|4.601250052452087|2241|2346
Melinda found|3.31557559967041|5223|2241
Tiffany hasn't discovered|4.132297039031982|5223|2241
Roger wouldn't astound|4.0802963972091675|2241|2346
Carlos forgot|5.151339173316956|2241|2346
Helen referenced|2.5847561359405518|5223|2241
Deanna is irritating|2.520853638648987|5223|2241
Deborah should flee from|2.3180291056632996|5223|2241
Nicole is curing|6.023691892623901|5223|2346
Holly hasn't appreciated|2.29691481590271|5223|2241
Todd hasn't forgotten|5.8675377368927|2241|2346
Carolyn irritated|2.5783376693725586|5223|2241
Kristin can't love|3.3072669506073|5223|2241
Steven has disturbed|1.9856290817260742|2241|5223
Julia had upset|4.87865823507309|5223|2346
Aaron wasn't hurting|6.161862134933472|2241|2346
Every girl watched|4.160020291805267|5223|2346
Liam worked with|5.343852519989014|2241|2346
Janet wasn't questioning|1.8227567672729492|5223|2241
Jason should listen to|5.119084060192108|2241|2346
Anne left|4.745944976806641|5223|2346
Stephanie is returning to|4.510742902755737|5223|2346
Rachel had argued about|3.017259359359741|5223|2241
Roger could annoy|4.700374186038971|2241|2346
Sandra was distracting|5.561291456222534|5223|2346
Leslie isn't disturbing|3.900771141052246|5223|2346
Andrea did stun|3.6396028995513916|5223|2346
Aaron remembered|2.2207506895065308|2241|5223
Angela is irritating|4.160022333264351|5223|2346
Alan kisses|-0.006438016891479492|2241|5223
Rebecca observes|3.872544288635254|5223|2346
Maria admired|1.9490623474121094|5223|2241
Joel finds|3.473666191101074|2241|5223
Joel did hire|3.0090028047561646|2241|5223
Andrea is concealing|3.1942460536956787|5223|2241
Allison isn't leaving|2.3864004611968994|5223|2241
Patricia conceals|5.1858367919921875|5223|2346
Stephen could dislike|2.283914089202881|2241|5223
Julie has praised|4.741673693060875|5223|2346
Gary talked about|3.2358691692352295|2241|5223
Martha was shocking|2.6224467754364014|5223|2241
That man hasn't found|5.993543267250061|2241|2346
Alice is distracting|5.709474802017212|5223|2346
Some woman could insult|3.521348476409912|5223|2346
Caroline boasts about|5.539139032363892|5223|2346
Russell won't forget|4.480789422988892|2241|2346
Theodore wouldn't return to|4.031038284301758|2241|5223
Laura wasn't annoying|4.373054504394531|5223|2346
Pamela is insulting|3.2593774795532227|5223|2346
Holly hadn't worried|6.37820029258728|5223|2346
Christopher upset|4.744921684265137|2241|2346
Diana couldn't bother|6.389002740383148|5223|2346
Brian can't notice|3.307862639427185|2241|2346
Lucille embarrassed|5.705369472503662|5223|2346
Naomi had found|3.2448530197143555|5223|2241
Stephanie listens to|4.991322636604309|5223|2346
Karen sees|2.7478160858154297|5223|2241
Joel isn't hurting|3.443828582763672|2241|5223
Sarah discusses|2.9744884371757507|5223|2241
Amanda could praise|2.581745147705078|5223|2241
Tara helped|2.0572187900543213|5223|2241
Samuel had hated|5.658876180648804|2241|2346
Joel respected|3.045583665370941|2241|2346
Ruth confused|4.003893852233887|5223|2346
The dancer questioned|1.1338114738464355|5223|2241
Ronald had admired|2.044143319129944|2241|5223
Jill hasn't confused|4.547078013420105|5223|2346
Tamara appreciates|3.1252416372299194|5223|2346
Teresa wouldn't return to|4.472586393356323|5223|2346
Cynthia won't hug|4.1036536693573|5223|2346
Tonya wasn't investigating|2.5250253677368164|5223|2241
Jill wasn't praising|4.2032376527786255|5223|2346
Jane had remembered|3.0136489868164062|5223|2241
Judy wasn't hurting|5.698657512664795|5223|2346
Jeffrey visited|2.0861855149269104|2241|5223
Jodi had scared|5.5159912109375|5223|2346
Florence would bore|2.1893696784973145|5223|2346
Amy observed|2.7996530532836914|5223|2241
Walter liked|4.832662105560303|2241|2346
Lori alarmed|4.918537795543671|5223|2346
Charles would appreciate|1.2167284041643143|2241|5223
Brett isn't alarming|3.805406332015991|2241|2346
Suzanne wasn't concealing|4.35009241104126|5223|2241
Rebecca discovers|3.824761152267456|5223|2241
Elaine talked to|4.546699523925781|5223|2346
Phillip has hired|5.1322280168533325|2241|2346
Andrew is revealing|2.1983981132507324|2241|5223
Laura has concealed|5.344350099563599|5223|2346
A hospital shouldn't dislike|2.9127625226974487|2346|5223
George wouldn't alarm|5.809250712394714|2241|2346
Carolyn worked with|4.21979296207428|5223|2346
Leslie aggravated|3.897354781627655|5223|2346
Angela had disliked|2.630293846130371|5223|2241
Teresa had hugged|5.7976551949977875|5223|2346
Theresa shouldn't disgust|2.4757466316223145|5223|2241
Julia referenced|3.450235962867737|5223|2346
Ruth knew|3.0104907006025314|5223|2241
Stephanie hadn't loved|5.891723096370697|5223|2346
Karla should confuse|2.671739101409912|5223|2241
This library didn't respect|5.349136590957642|2346|5223
Rose could kiss|1.726993203163147|5223|2241
Tara knows|4.187790274620056|5223|2346
Robert should hate|4.7889244556427|2241|2346
Brad forgot|2.717816650867462|2241|5223
Carolyn complained about|2.6714165210723877|5223|2241
The essay hadn't sounded like|1.4464335441589355|2346|2241
Aaron hadn't hugged|1.594599723815918|2241|5223
Guy has annoyed|4.343455076217651|2241|2346
Amanda had questioned|3.862568497657776|5223|2346
Paula isn't disturbing|3.0417799949645996|5223|2241
Rhonda scares|5.7267574071884155|5223|2346
Stacey had talked about|5.286574959754944|5223|2346
Bruce escaped from|3.570637583732605|2241|2346
Christopher was disturbing|3.9807021021842957|2241|2346
Carol insults|4.217336058616638|5223|2346
Barbara isn't escaping from|3.338423728942871|5223|2241
Candice conceals|5.160438299179077|5223|2241
Holly disagrees with|1.910136103630066|5223|2346
Samantha hasn't known|3.80340975522995|5223|2241
Nicole won't praise|3.7510826587677|5223|2346
Lissa concealed|5.601207256317139|5223|2346
Karen does visit|5.540661454200745|5223|2346
Tara isn't admiring|4.679257392883301|5223|2346
Debra has concealed|4.6748470067977905|5223|2346
Brad had hidden|2.684445858001709|2241|5223
Bruce will hug|4.453428007662296|2241|2346
John disliked|3.982860803604126|2241|2346
Denise did see|4.587762117385864|5223|2346
Emily hasn't astounded|2.49387526512146|5223|2241
Peter reveals|4.4987872838974|2241|2346
Every dancer appreciates|1.02818101644516|5223|2241
Angela isn't arguing about|2.6910610795021057|5223|2241
Sherry hasn't talked to|5.125594139099121|5223|2346
Susan hadn't approached|2.836790144443512|5223|2241
Christopher hasn't distracted|3.101330280303955|2241|5223
Nina had questioned|3.557111978530884|5223|2346
Theresa couldn't flee from|3.1309198141098022|5223|2241
Florence criticizes|0.37416839599609375|5223|2241
Guy questions|3.180856466293335|2241|2346
David has fired|3.9307618141174316|2241|5223
Sabrina helps|5.309742093086243|5223|2346
Dana kissed|4.022664785385132|5223|2346
Florence shouldn't talk about|4.1767637729644775|5223|2346
Deborah would know|2.4810173511505127|5223|2346
Bradley did talk to|5.119608044624329|2241|2346
Anna hadn't fled from|4.577584743499756|5223|2346
Christopher criticizes|2.376369059085846|2241|5223
Timothy might boast about|5.482938587665558|2241|2346
Joel should stun|2.6427119970321655|2241|5223
Tammy is hiding|4.846031814813614|5223|2346
Raymond had fled from|3.4414201974868774|2241|5223
Bruce cures|2.363740921020508|2241|5223
Sabrina has approached|4.3429272174835205|5223|2346
Debra criticized|3.0400468707084656|5223|2346
Jacqueline has watched|4.792673587799072|5223|2346
Paul has argued about|3.932457208633423|2241|2346
Leslie won't complain about|1.7361795902252197|5223|2241
Carla should think about|5.502787828445435|5223|2346
Anne hasn't respected|4.1294121742248535|5223|2346
Amanda hasn't shocked|3.4317362308502197|5223|2241
Tonya has argued about|3.7874603271484375|5223|2241
Valerie wasn't approaching|3.0651369094848633|5223|2241
Sabrina remembers|3.0155012905597687|5223|2241
A bank has described|3.1986734867095947|2346|2241
Brian hadn't worried|3.164504051208496|2241|5223
Regina isn't confusing|2.570664405822754|5223|2346
Thomas worked with|2.3953775465488434|2241|5223
Steven references|3.430678606033325|2241|2346
Becca had upset|2.795240879058838|5223|2241
Valerie isn't disgusting|3.293398141860962|5223|2241
Becky wasn't healing|2.746087074279785|5223|2346
Craig hasn't concealed|4.076526403427124|2241|2346
Charles has referenced|3.051565647125244|2241|5223
Veronica has cared for|4.9337708950042725|5223|2346
George was hurting|2.7553672790527344|2241|5223
Some government scares|2.890462726354599|2346|5223
Martin admires|1.8373134136199951|2241|5223
Beverly shouldn't care for|4.338186621665955|5223|2346
Patricia scared|3.1989152431488037|5223|2241
Deanna was discovering|4.178571939468384|5223|2241
Kimberley listened to|4.2672624588012695|5223|2346
Rose visited|3.0000534057617188|5223|2346
Florence hasn't talked about|2.133535385131836|5223|2241
Spain didn't impress|1.1171417236328125|2346|2241
Wayne does hire|4.935602307319641|2241|2346
Kayla approaches|4.701256036758423|5223|2346
Judy can't describe|4.824496865272522|5223|2346
Tina didn't talk about|3.3434393405914307|5223|2241
Carrie upset|4.059096097946167|5223|2346
Christopher hadn't concealed|4.397500991821289|2241|2346
Kevin left|3.819870352745056|2241|2346
Travis complained about|2.57095143198967|2241|5223
Alice had astounded|2.7741050720214844|5223|2241
Natalie might reveal|4.478244066238403|5223|2346
Renee had confused|2.6091291904449463|5223|2241
Tanya couldn't conceal|5.564316272735596|5223|2241
George sounded like|3.8875815868377686|2241|2346
Ronald healed|4.5947277545928955|2241|2346
Tonya did think about|3.61935293674469|5223|2241
Richard works with|4.731691122055054|2241|2346
Walter hadn't described|5.237653732299805|2241|2346
Amanda hasn't respected|2.934617519378662|5223|2241
Caroline didn't like|4.52207624912262|5223|2346
Sherry hasn't concealed|3.953317642211914|5223|2241
Tara was impressing|2.6317150592803955|5223|2241
Dawn hadn't talked to|4.628730297088623|5223|2346
Marie wouldn't irritate|3.1095733642578125|5223|2241
Martin has hired|2.779808461666107|2241|5223
Jeffrey should care for|2.746582508087158|2241|5223
Christopher observed|1.8954394459724426|2241|5223
Michelle shouldn't investigate|4.127260208129883|5223|2241
Amy isn't admiring|2.1996092796325684|5223|2241
Stacy won't heal|2.2458434104919434|5223|2241
Emily thinks about|2.839062452316284|5223|2241
Carmen reveals|3.366703748703003|5223|2241
Keith was appreciating|4.0150837898254395|2241|2346
Bethany would listen to|3.5493707954883575|5223|2346
Jerry is talking about|3.2834964990615845|2241|5223
Craig will conceal|2.913212537765503|2241|2346
Cindy watches|5.080487966537476|5223|2346
Paula might describe|4.733657360076904|5223|2346
Colleen wasn't visiting|4.938591003417969|5223|2346
Robert knew|1.89918053150177|2241|5223
Dawn hadn't noticed|3.5976208299398422|5223|2346
Vanessa found|5.721435785293579|5223|2346
Rachelle finds|3.2501025199890137|5223|2241
Jennifer was kissing|2.16365385055542|5223|2241
Stephanie wasn't arguing about|3.1336132884025574|5223|2346
John questioned|3.037712037563324|2241|2346
Sara hasn't sounded like|6.900410175323486|5223|2346
Carolyn cares for|6.505608439445496|5223|2346
Brett has revealed|5.248410314321518|2241|2346
That boy might describe|3.786334991455078|2241|5223
Every dancer had disliked|0.5600001811981201|5223|2241
Paula couldn't approach|2.641755163669586|5223|2241
Stephanie could flee from|2.1728044748306274|5223|2241
Vincent saw|2.125016450881958|2241|5223
Tina knows|4.1121474504470825|5223|2346
Derek remembers|5.545348405838013|2241|2346
Rachelle praises|3.7990431785583496|5223|2346
Kendra flees from|2.948686957359314|5223|2241
Heather did argue about|2.201910376548767|5223|2241
Katherine visits|2.681601405143738|5223|2241
Scott thinks about|4.620189785957336|2241|2346
Caroline remembered|3.2831724286079407|5223|2241
Kenneth admires|3.0466078519821167|2241|5223
Stephanie wouldn't dislike|3.583352416753769|5223|2346
Stephen had worried|2.7438035011291504|2241|5223
Ruth concealed|4.406017780303955|5223|2346
Harvard University was scaring|3.181031823158264|2346|2241
Raymond hugged|1.9648933410644531|2241|5223
Holly is annoying|3.6080800890922546|5223|2346
Some bank likes|1.4048775732517242|2346|2241
Carlos should embarrass|5.43714451789856|2241|2346
Sabrina isn't discussing|3.329519033432007|5223|2241
Rebecca appreciated|1.9706196784973145|5223|2241
Kevin was alarming|4.059038132429123|2241|2346
Derek hadn't disgusted|5.47688889503479|2241|2346
Carlos complained about|3.661834716796875|2241|2346
Benjamin is firing|4.677356243133545|2241|2346
Chad kisses|0.9669239521026611|2241|5223
Paula was arguing about|2.485623359680176|5223|2241
Colleen should question|4.029705286026001|5223|2346
